1997_933.txt-Art. 41.;Czy komisja posiada możliwość wydania decyzji o odmowie udzielenia zezwolenia w przypadku nie otrzymania rękojmi należytego wykonywania obowiązków?;1. Komisja wydaje zezwolenie na utworzenie towarzystwa w terminie dwóch miesięcy od dnia złożenia wniosku. 2. Jeżeli wniosek o wydanie zezwolenia na utworzenie towarzystwa nie spełnia warunków określonych przepisami prawa, Komisja wzywa wnioskodawcę do usunięcia braków, określając termin nie krótszy niż siedem dni. 3. Jeżeli osoby, o których mowa w art. 40 pkt 4, nie dają rękojmi należytego wykonywania obowiązków, Komisja wydaje decyzję o odmowie udzielenia zezwolenia. 
1997_933.txt-Art. 18.;Czy komisja posiada możliwość wydania decyzji o odmowie udzielenia zezwolenia w przypadku nie otrzymania rękojmi należytego wykonywania obowiązków?;1. Komisja wydaje zezwolenie na utworzenie funduszu inwestycyjnego w terminie dwóch miesięcy od dnia złożenia wniosku. 2. Jeżeli dokumenty, o których mowa w art. 17 pkt 1 i 2, nie spełniają warunków określonych przepisami prawa, Komisja wzywa wnioskodawcę do usunięcia braków, określając termin nie krótszy niż siedem dni. 3. Jeżeli osoby, o których mowa w art. 17 pkt 6 i 7, nie dają rękojmi należytego wykonywania obowiązków albo jeżeli statut funduszu nie uwzględnia należycie interesów uczestników funduszu, Komisja wydaje decyzję o odmowie udzielenia zezwolenia. 
2000_1099.txt-Art. 41.;Czy komisja posiada możliwość wydania decyzji o odmowie udzielenia zezwolenia w przypadku nie otrzymania rękojmi należytego wykonywania obowiązków?;Komisja wydaje decyzję odmawiającą zezwolenia w przypadku, gdy wniosek o wydanie zezwolenia nie spełnia warunków określonych w art. 39 lub gdy z przedstawionych danych wynika, że spółka nie daje rękojmi należytego wykonywania działalności. 
2004_1924.txt-Art. 1.;Czy Premier Rzeczypospolitej Polskiej otrzymał zgodę na dokonanie ratyfikacji Konwencji o pomocy prawnej?;Wyraża się zgodę na dokonanie przez Prezydenta Rzeczypospolitej Polskiej ratyfikacji Konwencji o pomocy prawnej w sprawach karnych pomiędzy Państwami Członkowskimi Unii Europejskiej, sporządzonej w Brukseli dnia 29 maja 2000 r., oraz Protokołu do Konwencji o pomocy prawnej w sprawach karnych pomiędzy Państwami Członkowskimi Unii Europejskiej z dnia 29 maja 2000 r., sporządzonego w Luksemburgu dnia 16 października 2001 r. 
2001_1074.txt-Art. 1.;Czy Premier Rzeczypospolitej Polskiej otrzymał zgodę na dokonanie ratyfikacji Konwencji o pomocy prawnej?;Wyraża się zgodę na dokonanie przez Prezydenta Rzeczypospolitej Polskiej ratyfikacji Konwencji konsularnej, podpisanej w Warszawie dnia 27 listopada 1997 r. 
2002_976.txt-Art. 1.;Czy Premier Rzeczypospolitej Polskiej otrzymał zgodę na dokonanie ratyfikacji Konwencji o pomocy prawnej?;Wyraża się zgodę na dokonanie przez Prezydenta Rzeczypospolitej Polskiej ratyfikacji Konwencji o przystąpieniu Republiki Czeskiej, Republiki Estońskiej, Republiki Cypryjskiej, Republiki Łotewskiej, Republiki Litewskiej, Republiki Węgierskiej, Republiki Malty, Rzeczypospolitej Polskiej, Republiki Słowenii i Republiki Słowackiej do Konwencji o prawie właściwym dla zobowiązań umownych, otwartej do podpisu w Rzymie w dniu 19 czerwca 1980 roku, oraz do Pierwszego i Drugiego Protokołu w sprawie jej wykładni przez Trybunał Sprawiedliwości Wspólnot Europejskich, sporządzonej w Luksemburgu dnia 14 kwietnia 2005 r. 
1995_59.txt-Art. 5.;Czy Najwyższa Izba Kontroli przeprowadza kontrolę pod względem dochodowości?;1. Najwyższa Izba Kontroli przeprowadza kontrolę pod względem legalności, gospodarności, celowości i rzetelności, z zastrzeżeniem ust. 2 i 3. 2. Kontrola działalności samorządu terytorialnego w zakresie wykonywania zadań własnych przeprowadzana jest pod względem legalności, gospodarności i rzetelności. 3. Kontrola działalności jednostek organizacyjnych i podmiotów gospodarczych, o których mowa w art. 2 ust. 3 pkt 4-6, przeprowadzana jest pod względem legalności i rzetelności. 
1995_59.txt-Art. 4.;Czy Najwyższa Izba Kontroli przeprowadza kontrolę pod względem dochodowości?;1. Najwyższa Izba Kontroli kontroluje wykonanie budżetu, gospodarkę finansową i majątkową Kancelarii Prezydenta Rzeczypospolitej Polskiej, Kancelarii Sejmu, Kancelarii Senatu, Trybunału Konstytucyjnego, Rzecznika Praw Obywatelskich, Krajowej Rady Radiofonii i Telewizji, Krajowego Biura Wyborczego, Sądu Najwyższego, Naczelnego Sądu Administracyjnego oraz Państwowej Inspekcji Pracy. 2. Na zlecenie Sejmu, Najwyższa Izba Kontroli przeprowadza kontrolę działalności Kancelarii Prezydenta Rzeczypospolitej Polskiej, Kancelarii Sejmu, Kancelarii Senatu, Krajowej Rady Radiofonii i Telewizji oraz Państwowej Inspekcji Pracy tak jak działalności organów i jednostek, o których mowa w art. 2 ust. 1. 3. Kontrolę działalności Kancelarii Prezydenta Rzeczypospolitej Polskiej tak jak działalności organów i jednostek, o których mowa w art. 2 ust. 1, Najwyższa Izba Kontroli przeprowadza również na wniosek Prezydenta Rzeczypospolitej Polskiej, a Kancelarii Senatu na wniosek Senatu. 
1997_153.txt-Art. 164.;Czy Najwyższa Izba Kontroli przeprowadza kontrolę pod względem dochodowości?;"W ustawie z dnia 23 grudnia 1994 r. o Najwyższej Izbie Kontroli (Dz.U. z 1995 r. Nr 13, poz. 59 oraz z 1996 r. Nr 64, poz. 315 i Nr 89, poz. 402) w art. 2 po ust. 3 dodaje się ust. 4 w brzmieniu: ""4. Najwyższa Izba Kontroli może kontrolować pod względem legalności, gospodarności i rzetelności działalność jednostek organizacyjnych i podmiotów innych niż wymienione w ust. 1 i 2, wykonujących zadania z zakresu powszechnego ubezpieczenia zdrowotnego."". "
1997_740.txt-Art. 14.;W jakiej formie Minister Obrony Narodowej określi warunki i tryb tworzenia wewnętrznych służb ochrony?;Minister Obrony Narodowej określi, w drodze rozporządzenia, dla wewnętrznych służb ochrony działających na terenach podległych, podporządkowanych lub nadzorowanych jednostek organizacyjnych: 1) warunki i tryb ich tworzenia, 2) strukturę organizacyjną i zakres działania, 3) uzbrojenie i wyposażenie, 4) warunki zatrudnienia pracowników, 5) umundurowanie i odznaki służbowe. Rozdział 4 Zasady prowadzenia działalności gospodarczej w zakresie usług ochrony osób i mienia oraz kontrola tej działalności 
1997_740.txt-Art. 13.;W jakiej formie Minister Obrony Narodowej określi warunki i tryb tworzenia wewnętrznych służb ochrony?;Minister Spraw Wewnętrznych i Administracji określi, w drodze rozporządzenia, dla wewnętrznych służb ochrony: 1) szczegółowe zasady oraz tryb ich tworzenia, 2) strukturę organizacyjną, zakres działania i sposób prowadzenia dokumentacji ochronnej, 3) uzbrojenie i wyposażenie, 4) umundurowanie i odznaki służbowe oraz sposób tworzenia dla nich nazw. 
1997_926.txt-Art. 175.;Jakie dokumenty mogą zostać dołączone do protokołu w przypadku zezwolenia organu podatkowego?;Organ podatkowy może zezwolić na dołączenie do protokółu zeznania na piśmie podpisanego przez zeznającego oraz innych dokumentów mających znaczenie dla sprawy. 
2001_1352.txt-Art. 63.;Jakie postępowanie może wszcząć Minister Gospodarki?;1. W przypadku wystąpienia okoliczności wskazujących na przywóz na polski obszar celny towarów podobnych lub ich części w celu obejścia ustanowionych ceł antydumpingowych minister właściwy do spraw gospodarki może wszcząć postępowanie w sprawie obejścia ceł antydumpingowych. 2. Do postępowania, o którym mowa w ust. 1, stosuje się odpowiednio art. 2437 oraz art. 48-59, przy czym powinno być ono zakończone w terminie 9 miesięcy od daty jego rozpoczęcia. 
2001_1352.txt-Art. 74.;Jakie postępowanie może wszcząć Minister Gospodarki?;1. Minister właściwy do spraw gospodarki może wszcząć z urzędu postępowanie w celu zmiany lub uchylenia rozporządzenia ustanawiającego środki antydumpingowe po uprzednim przeprowadzeniu konsultacji z zagranicznymi eksporterami i krajowymi importerami towaru, w przypadku gdy przemysł krajowy przedstawi wystarczające dane i informacje świadczące o tym, że zastosowane środki antydumpingowe nie doprowadziły do oczekiwanych zmian cen krajowych. 2. Do postępowania, o którym mowa w ust. 1, stosuje się odpowiednio przepisy art. 24-32 i art. 48-56, z zastrzeżeniem, że będzie ono wznowione bez nieuzasadnionej zwłoki i zakończone w terminie 6 miesięcy od daty jego wznowienia. 3. Po wszczęciu postępowania, o którym mowa w ust. 1, minister właściwy do spraw finansów publicznych, na wniosek ministra właściwego do spraw gospodarki, może zobowiązać, w drodze postanowienia, organy celne do prowadzenia ewidencji przywożonych na polski obszar celny towarów objętych tym postępowaniem. 4. Ewidencję, o której mowa w ust. 3, prowadzi się przez okres określony w art. 37 ust. 2 i zgodnie z zasadami określonymi na podstawie art. 37 ust. 3. 
1998_602.txt-Art. 3.;Jakie organy są organami stanowiącymi jednostek samorządu terytorialnego?;1. W rozumieniu niniejszej ustawy organami stanowiącymi jednostek samorządu terytorialnego są rady gmin, rady powiatów i sejmiki województw. 2. Ilekroć w niniejszej ustawie jest mowa o radzie gminy należy przez to rozumieć także radę miasta na prawach powiatu. 3. Ilekroć w niniejszej ustawie jest mowa o radzie należy przez to rozumieć także sejmik województwa. 
1997_733.txt-Art. 27.;Czy do zadań komendanta wojewódzkiego Państwowej Straży Pożarnej należy gromadzenie i opracowanie informacji uzyskiwanych z systemów obserwacji?;Do zadań komendanta wojewódzkiego Państwowej Straży Pożarnej jako kierownika wojewódzkiego urzędu ratownictwa i zarządzania kryzysowego należy w szczególności: 1) przygotowywanie projektów wojewódzkiego programu w zakresie planowania cywilnego i planu reagowania kryzysowego, 2) gromadzenie i opracowywanie informacji uzyskiwanych z systemów obserwacji, o których mowa w art. 14 ust. 1 pkt 7, 3) przygotowywanie wojewódzkich szkoleń, treningów, ćwiczeń i innych form edukacji w zakresie gotowości cywilnej i zarządzania kryzysowego dla osób działających w strukturach administracji publicznej na obszarze województwa, 4) utrzymywanie stałych kontaktów i współpraca z podmiotami uczestniczącymi w systemie gotowości cywilnej i zarządzania kryzysowego, 5) analiza i ocena strat powstałych w czasie zagrożenia lub kryzysu na obszarze województwa w oparciu o informacje przekazane przez powiatowych inspektorów gotowości cywilnej, 6) wykonywanie innych zadań określonych przez wojewodę. 
1997_733.txt-Art. 24.;Czy do zadań komendanta wojewódzkiego Państwowej Straży Pożarnej należy gromadzenie i opracowanie informacji uzyskiwanych z systemów obserwacji?;1. Do zadań Komendanta Głównego Państwowej Straży Pożarnej jako kierownika Krajowego Urzędu należy w szczególności: 1) zapewnianie właściwego wykonywania zadań i kompetencji przez ministra właściwego do spraw wewnętrznych w zakresie zarządzania kryzysowego, 2) opracowywanie ogólnokrajowych programów w zakresie planowania cywilnego i planów reagowania kryzysowego oraz koordynowanie programów i planów wojewódzkich, 3) opracowywanie projektów zasad i procedur zarządzania kryzysowego, 4) uzgadnianie projektów planów reagowania kryzysowego zatwierdzanych przez ministrów i kierowników urzędów centralnych oraz wojewodów, 5) koordynowanie systemów kierowania i systemów obserwacji zagrożeń o charakterze ogólnokrajowym oraz gromadzenie i opracowywanie informacji uzyskiwanych z tych systemów, 6) prowadzenie działalności inwestycyjnej w zakresie gotowości cywilnej i zarządzania kryzysowego o charakterze ogólnokrajowym, w tym w szczególności rozbudowy i unowocześniania systemów kierowania, obserwacji i ostrzegania, 7) utrzymywanie stałych kontaktów i współpraca z podmiotami uczestniczącymi w systemie gotowości cywilnej i zarządzania kryzysowego, 8) współpraca w zakresie gotowości cywilnej i zarządzania kryzysowego z właściwymi organami innych państw oraz z organizacjami międzynarodowymi, w tym w szczególności utrzymywanie kontaktów z Organizacją Narodów Zjednoczonych i Unią Europejską, 9) analiza i ocena strat powstałych w czasie zagrożenia lub kryzysu w oparciu o informacje przekazane przez komendanta wojewódzkiego Państwowej Straży Pożarnej. 2. Prezes Rady Ministrów, w drodze rozporządzenia, nadaje Krajowemu Urzędowi statut określający jego organizację i tryb pracy. 
1997_733.txt-Art. 2e. 1. W postępowaniu administracyjnym, w sprawach związanych z;Czy do zadań komendanta wojewódzkiego Państwowej Straży Pożarnej należy gromadzenie i opracowanie informacji uzyskiwanych z systemów obserwacji?;wykonywaniem zadań i kompetencji z zakresu ratownictwa i ochrony przeciwpożarowej, organem właściwym jest komendant powiatowy (miejski) Państwowej Straży Pożarnej, jeżeli ustawy nie stanowią inaczej. 2. W postępowaniu administracyjnym, w sprawach, o których mowa w ust. 1, organami wyższego stopnia są: 1) w stosunku do komendanta powiatowego (miejskiego) Państwowej Straży Pożarnej - komendant wojewódzki Państwowej Straży Pożarnej, 2) w stosunku do komendanta wojewódzkiego Państwowej Straży Pożarnej - Komendant Główny Państwowej Straży Pożarnej. 
1997_733.txt-Art. 2d. 1. Do zadań komendanta powiatowego (miejskiego) Państwowej;Czy do zadań komendanta wojewódzkiego Państwowej Straży Pożarnej należy gromadzenie i opracowanie informacji uzyskiwanych z systemów obserwacji?;"Straży Pożarnej należą w szczególności: 1) organizowanie na obszarze powiatu krajowego systemu ratowniczogaśniczego, 2) dysponowanie oraz kierowanie siłami i środkami krajowego systemu ratowniczo-gaśniczego na obszarze powiatu poprzez swoje stanowisko kierowania, 3) organizowanie i prowadzenie działań ratowniczych, 4) współdziałanie z komendantem gminnym ochrony przeciwpożarowej, jeżeli komendant taki został zatrudniony w gminie, 5) rozpoznawanie zagrożeń pożarowych i innych miejscowych zagrożeń, 6) opracowywanie planów ratowniczych na obszarze powiatu, 7) nadzorowanie przestrzegania przepisów przeciwpożarowych, 8) wstępne ustalanie przyczyny oraz okoliczności powstania i rozprzestrzeniania się pożaru oraz miejscowego zagrożenia, 9) organizowanie szkolenia i doskonalenia pożarniczego, w tym również dla członków ochotniczych straży pożarnych, 10) współdziałanie z powiatowymi organizacjami zrzeszającymi ochotnicze straże pożarne, 11) przeprowadzanie inspekcji podmiotów należących do krajowego systemu ratowniczo-gaśniczego w zakresie przygotowania do działań ratowniczych. 2. Aparatem pomocniczym komendanta powiatowego (miejskiego) Państwowej Straży Pożarnej jest komenda powiatowa (miejska) Państwowej Straży Pożarnej, zwana dalej ""komendą powiatową"". 3. Regulamin organizacyjny komendy powiatowej jest ustalany przez komendanta powiatowego i zatwierdzany przez komendanta wojewódzkiego Państwowej Straży Pożarnej. "
2001_499.txt-Art. 60.;Czy głosowanie może odbyć się przy użyciu kart do głosowania dowolnego pochodzenia?;1. Głosowanie odbywa się przy pomocy urzędowych kart do głosowania. 2. Treść karty do głosowania określają przepisy szczególne ustawy. 
2000_985.txt-Art. 53.;Czy głosowanie może odbyć się przy użyciu kart do głosowania dowolnego pochodzenia?;"1. Karta do głosowania zawiera: 1) oznaczenie referendum, nazwę organu, który postanowił o przeprowadzeniu referendum, datę referendum, 2) pytanie lub pytania albo warianty rozwiązania sprawy będącej przedmiotem referendum; jeżeli referendum polega na udzieleniu odpowiedzi na postawione pytania, na karcie do głosowania zamieszcza się również wyrazy: ""tak"" i ""nie"" z kratkami z lewej strony przeznaczonymi na postawienie znaku przy odpowiedzi, którą wybrał głosujący, a gdy referendum polega na dokonaniu wyboru pomiędzy zaproponowanymi wariantami, przy każdym z wariantów umieszcza się po lewej stronie numer wariantu i kratkę przeznaczoną na postawienie znaku przy wariancie, za którym głosujący się opowiada, 3) pouczenie o sposobie głosowania. 2. W razie poddania pod referendum więcej niż jednej sprawy, na karcie do głosowania zamieszcza się kolejno wszystkie postawione pytania lub warianty, z zachowaniem wymagań określonych w ust. 1 pkt 2. 3. Karta do głosowania może być zadrukowana tylko po jednej stronie. 4. Na karcie do głosowania drukuje się odcisk pieczęci organu właściwego do podjęcia decyzji o przeprowadzeniu referendum. 5. Wydając kartę do głosowania, obwodowa komisja opatruje ją własną pieczęcią. "
1996_465.txt-Art. 172.;Jaki urząd ma prawo wezwać spółkę do usunięcia braków wynikających z niedopełnienia przepisów?;§1. Jeżeli po zarejestrowaniu spółki zostały stwierdzone braki wynikłe z niedopełnienia przepisów prawa, sąd rejestrowy, z urzędu albo na wniosek osób mających interes prawny, wzywa spółkę do usunięcia braków i wyznacza w tym celu odpowiedni termin. §2. Jeżeli spółka nie uczyni zadość wezwaniu, o którym mowa w § 1, sąd rejestrowy może nakładać grzywny według zasad określonych w przepisach o Krajowym Rejestrze Sądowym. 
1996_465.txt-Art. 327.;Jaki urząd ma prawo wezwać spółkę do usunięcia braków wynikających z niedopełnienia przepisów?;§1. Jeżeli po zarejestrowaniu spółki zostały stwierdzone braki wynikłe z niedopełnienia przepisów prawa, sąd rejestrowy, z urzędu albo na wniosek osób mających interes prawny, wzywa spółkę do usunięcia braków i wyznacza w tym celu odpowiedni termin. §2. Jeżeli spółka nie uczyni zadość wezwaniu, sąd rejestrowy może nakładać grzywny według zasad określonych w przepisach o Krajowym Rejestrze Sądowym. Rozdział 2 Prawa i obowiązki akcjonariuszy 
2003_1939.txt-Art. 7.;Jaki urząd ma prawo wezwać spółkę do usunięcia braków wynikających z niedopełnienia przepisów?;§ 1. Spółdzielnia podlega obowiązkowi wpisu do Krajowego Rejestru Sądowego. § 2. W wypadku stwierdzenia we wniosku o wpis braku usuwalnego, sąd rejestrowy wyznaczy założycielom spółdzielni stosowny termin do jego usunięcia pod rygorem odmowy wpisu do rejestru, z uwzględnieniem przepisu § 3. § 3. Sąd rejestrowy nie może odmówić wpisania spółdzielni do rejestru z powodu drobnych uchybień, które nie naruszają interesu spółdzielni oraz interesu publicznego, a nie mogą być usunięte bez poniesienia niewspółmiernie wysokich kosztów. § 4. Jeżeli po wpisie spółdzielni do rejestru zostaną stwierdzone braki wynikłe z niedopełnienia przepisów prawa, sąd rejestrowy z urzędu lub na wniosek osób mających w tym interes prawny wzywa spółdzielnię do usunięcia braków i wyznacza w tym celu odpowiedni termin. § 5. Jeżeli spółdzielnia nie usunie braków w terminie, o którym mowa w § 4, sąd rejestrowy może nakładać grzywny według zasad określonych w przepisach o Krajowym Rejestrze Sądowym. § 6. Z chwilą wpisania do Krajowego Rejestru Sądowego spółdzielnia nabywa osobowość prawną, a założyciele stają się członkami spółdzielni. § 7. Za czynności dokonane w interesie spółdzielni przed jej zarejestrowaniem osoby działające do chwili zarejestrowania spółdzielni odpowiadają wobec osób trzecich solidarnie. Za zobowiązania wynikające z tych czynności spółdzielnia odpowiada po jej zarejestrowaniu tak jak za zaciągnięte przez siebie. Jednakże osoby działające przed zarejestrowaniem spółdzielni odpowiadają wobec niej według przepisów Kodeksu cywilnego. 
2001_19.txt-Art. 5.;Czy grupa znajdzie się w rejestrze grup uznanych jeśli nie osiągnęła wartości sprzedaży równej 100 tys. EURO?;1. Grupę wpisuje się do rejestru grup uznanych, jeżeli: 1) została utworzona przez co najmniej 5 producentów, dla jednej z następujących grup produktów: a) owoce i warzywa, b) owoce, c) warzywa, d) owoce i warzywa przeznaczone dla przetwórstwa, e) owoce przeznaczone dla przetwórstwa, f) warzywa przeznaczone dla przetwórstwa, g) orzechy, h) grzyby, 2) łączna wartość produktów wytworzonych przez członków grupy i sprzedanych za jej pośrednictwem w okresie roku, wynosi co najmniej równowartość 100 tys. EURO, 3) działa na podstawie statutu albo umowy, które oprócz wymagań określonych odrębnymi przepisami, ustalają w szczególności: a) wysokość składek wpłacanych na fundusz operacyjny, o którym mowa w art. 4 pkt 3, ustalonych w procentach od wartości sprzedanych produktów, b) warunki dostarczania przez członków grupy informacji dotyczących powierzchni uprawy, wysokości zbiorów, wielkości sprzedaży, cen uzyskiwanych za sprzedawane produkty oraz działań podejmowanych na rzecz ochrony środowiska, c) wymóg przynależności tylko do jednej z grup, d) zasady i tryb na jakich grupa sprzedaje produkty swoich członków. 2. Jeżeli statut albo umowa przewidują odstępstwa od zasady sprzedaży całości produktów za pośrednictwem grupy, odstępstwa dotyczą możliwości sprzedaży przez członka grupy wytworzonych przez niego produktów : 1) bezpośrednio konsumentom w ilości nie większej niż 25% całości produktów, jeżeli jest członkiem grupy utworzonej dla grupy produktów, o których mowa w art. 5 ust. 1 pkt 1 lit. a), 2) bezpośrednio konsumentom w ilości 20% całości produktów, jeżeli jest członkiem jednej z pozostałych grup utworzonych dla grup produktów, o których mowa w art. 5 ust. 1 pkt 1 lit. b)-h), 3) za pośrednictwem innej grupy, jeżeli produkty te nie są przedmiotem obrotu grupy, której jest członkiem. 
2001_19.txt-Art. 22.;Czy grupa znajdzie się w rejestrze grup uznanych jeśli nie osiągnęła wartości sprzedaży równej 100 tys. EURO?;1. Grupa, która nie spełnia warunków do wpisania do rejestru grup uznanych, może być wpisana do rejestru grup wstępnie uznanych, jeżeli: 1) spełnia warunki, o których mowa w art. 5 ust. 1 pkt 1 i 3, 2) łączna wartość produktów wytworzonych przez członków grupy i sprzedanych za jej pośrednictwem w okresie roku kalendarzowego, nie jest mniejsza niż równowartość 50 tys. EURO, 3) opracowała plan działania, określający sposób spełnienia warunków, o których mowa w art. 5 ust. 1 pkt 2. 2. Plan działania, o którym mowa w ust. 1 pkt 3, określa w szczególności: 1) okres jego realizacji, 2) aktualny stan w zakresie produkcji, obrotu i wyposażenia grupy w środki techniczne, 3) harmonogram działań w poszczególnych latach kalendarzowych, 4) przewidywane wielkości niezbędnych środków finansowych do realizacji planu. 3. W sprawach wpisania do rejestru grup wstępnie uznanych stosuje się odpowiednio art. 7 i 8. 4. Wniosek o wpisanie do rejestru grup wstępnie uznanych zawiera dane, o których mowa w art. 6. Do wniosku dołącza się plan działania, o którym mowa w ust. 1 pkt 3. 5. Minister właściwy do spraw rynków rolnych prowadzi krajowy rejestr grup wstępnie uznanych na podstawie informacji przekazanych przez wojewodów. 
1994_344.txt-Art. 58.;Czy zamawiający ma prawo zachowywać prowadzone negocjacje w tajemnicy w dowolnej sytuacji?;Zamawiający może prowadzić z każdym dostawcą lub wykonawcą negocjacje dotyczące treści złożonej przez niego oferty wstępnej, zachowując w tajemnicy treść prowadzonych negocjacji. 
1994_344.txt-Art. 66.;Czy zamawiający ma prawo zachowywać prowadzone negocjacje w tajemnicy w dowolnej sytuacji?;1. Wszelkie wymagania, wyjaśnienia i informacje, a także dokumenty związane z negocjacjami, dostarczane są dostawcom lub wykonawcom na równych zasadach. 2. Prowadzone negocjacje mają charakter poufny. Żadna ze stron nie może bez zgody drugiej strony ujawnić informacji technicznych i handlowych związanych z negocjacjami. 3. Po przeprowadzeniu negocjacji zamawiający zwraca się do wszystkich dostawców i wykonawców o złożenie ofert ostatecznych zawierających cenę i wybiera ofertę najkorzystniejszą. 4. Do negocjacji z zachowaniem konkurencji stosuje się odpowiednio przepisy art. 47-51. 
1996_465.txt-Art. 62.;Czy wierzyl wspólnika ma prawo uzyskać zajęcie dowolnych praw służących wspólnikowi?;§1. W czasie trwania spółki wierzyciel wspólnika może uzyskać zajęcie tylko tych praw służących wspólnikowi z tytułu udziału w spółce, którymi wspólnikowi wolno rozporządzać. §2. Jeżeli w ciągu ostatnich sześciu miesięcy przeprowadzono bezskutecznie egzekucję z ruchomości wspólnika, wówczas jego wierzyciel, który na podstawie tytułu egzekucyjnego uzyskał zajęcie roszczeń, służących wspólnikowi w przypadku jego wystąpienia lub rozwiązania spółki, może wypowiedzieć umowę spółki na sześć miesięcy przed końcem roku obrotowego, nawet gdy umowa spółki była zawarta na czas oznaczony. Jeżeli umowa spółki przewiduje krótszy termin wypowiedzenia, wierzyciel może skorzystać z terminu umownego. §3. Przeciwne postanowienia umowy są nieważne. 
1996_465.txt-Art. 244.;Czy wierzyl wspólnika ma prawo uzyskać zajęcie dowolnych praw służących wspólnikowi?;Wspólnik nie może ani osobiście, ani przez pełnomocnika, ani jako pełnomocnik innej osoby głosować przy powzięciu uchwał dotyczących jego odpowiedzialności wobec spółki z jakiegokolwiek tytułu, w tym udzielenia absolutorium, zwolnienia z zobowiązania wobec spółki oraz sporu między nim a spółką. 
1996_410.txt-Art. 8.;Czy absolwent szkoły położnych uzyskuje tytuł zawodowy pielęgniarka?;1. Absolwent szkoły pielęgniarskiej uzyskuje tytuł zawodowy pielęgniarka. 2. Absolwent szkoły położnych uzyskuje tytuł zawodowy położna. 
1996_410.txt-Art. 7.;Czy absolwent szkoły położnych uzyskuje tytuł zawodowy pielęgniarka?;1. Pielęgniarka uzyskuje kwalifikacje zawodowe po ukończeniu szkoły pielęgniarskiej. Położna uzyskuje kwalifikacje zawodowe po ukończeniu szkoły położnych. 2. Warunkiem rozpoczęcia kształcenia, o którym mowa w ust. 1, jest uprzednie uzyskanie świadectwa dojrzałości. 
2003_2255.txt-Art. 53.;Jakich dokumentów potrzebuje osoba, której świadczenia rodzinne wypłaca pracodawca w celu ustalenia prawa do tych świadczeń?;1. Osoba, której świadczenia rodzinne wypłaca pracodawca, rolnicza spółdzielnia produkcyjna lub jednostka, która zawarła umowę agencyjną lub umowę zlecenia, może wystąpić z wnioskiem do Zakładu o ustalenie prawa do tych świadczeń i o wydanie decyzji. 2. Z wnioskiem o ustalenie prawa do świadczeń rodzinnych i o wydanie decyzji może wystąpić do Zakładu także pracodawca, rolnicza spółdzielnia produkcyjna lub kierownik jednostki, o której mowa w ust. 1. 
1997_686.txt-Art. 12.;Czy minister właściwy do spraw finansów jest upoważniony do przekazania instytucjom ubezpieczeniowym środków finansowych z ulg?;Upoważnia się ministra właściwego do spraw finansów do przekazania instytucjom ubezpieczeniowym środków finansowych w wysokości wynikającej z zastosowania ulg w składkach na ubezpieczenia komunikacyjne AC dla inwalidów wojennych i wojsko wych, uprawnionych do tych ulg na podstawie odrębnych przepisów. 
